847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.382034,1041.02917
847.154297,-137.381989,1041.02917
847.154297,-137.381821,1041.02917
847.154297,-137.38147,1041.02917
847.154297,-137.380936,1041.02917
847.154297,-137.38002,1041.02917
847.154297,-137.379272,1041.02917
847.154297,-137.378159,1041.02917
847.154358,-137.377,1041.02917
847.154358,-137.37532,1041.02917
847.154358,-137.373611,1041.02917
847.154358,-137.37149,1041.02917
847.154358,-137.369614,1041.02917
847.154419,-137.367325,1041.02917
847.154419,-137.365128,1041.0293
847.154419,-137.363068,1041.0293
847.154419,-137.36026,1041.0293
847.15448,-137.357239,1041.0293
847.15448,-137.35405,1041.0293
847.154541,-137.350647,1041.0293
847.154541,-137.347046,1041.0293
847.154541,-137.343262,1041.0293
847.154602,-137.339279,1041.0293
847.154602,-137.335098,1041.0293
847.154663,-137.331223,1041.02942
847.154663,-137.326691,1041.02942
847.154724,-137.323013,1041.02942
847.154724,-137.318115,1041.02942
847.154785,-137.313034,1041.02942
847.154785,-137.307755,1041.02942
847.154846,-137.302277,1041.02942
847.154907,-137.296616,1041.02954
847.154907,-137.290741,1041.02954
847.154968,-137.284,1041.02954
847.155,-137.278427,1041.02954
847.155,-137.271988,1041.02954
847.15509,-137.266083,1041.02966
847.155151,-137.258499,1041.02966
847.155212,-137.253052,1041.02966
847.155212,-137.246674,1041.02966
847.155273,-137.240143,1041.02966
847.155334,-137.231766,1041.02979
847.155396,-137.224014,1041.02979
847.155457,-137.215179,1041.02979
847.155518,-137.207947,1041.02979
847.155579,-137.199615,1041.02979
847.15564,-137.190125,1041.02991
847.155701,-137.182373,1041.02991
