1618926109.233682,841.643,-297.354309,1142.33411
1618926109.272575,841.643,-297.354309,1142.33411
1618926109.33641,841.643,-297.354309,1142.33411
1618926109.38177,841.643,-297.354309,1142.33411
1618926109.428645,841.643,-297.354309,1142.33411
1618926109.465545,841.643,-297.354309,1142.33411
1618926109.502447,841.643,-297.354309,1142.33411
1618926109.550319,841.643,-297.354309,1142.33411
1618926109.593211,841.643,-297.354309,1142.33411
1618926109.631102,841.643,-297.354309,1142.33411
1618926109.668003,841.643,-297.354309,1142.33411
1618926109.705903,841.643,-297.354309,1142.33411
1618926109.743801,841.643,-297.354309,1142.33411
1618926109.782697,841.643,-297.354309,1142.33411
1618926109.841541,841.643,-297.354309,1142.33411
1618926109.896394,841.643,-297.354309,1142.33411
1618926109.937284,841.643,-297.354309,1142.33411
1618926109.980168,841.643066,-297.354309,1142.33411
1618926110.022058,841.643127,-297.354309,1142.33411
1618926110.073917,841.643372,-297.354309,1142.33411
1618926110.113811,841.643616,-297.354309,1142.33411
1618926110.154703,841.644,-297.354309,1142.33411
1618926110.210552,841.644592,-297.354309,1142.33411
1618926110.257427,841.645203,-297.354309,1142.33411
1618926110.301312,841.645813,-297.354309,1142.33411
1618926110.341205,841.646545,-297.35434,1142.33411
1618926110.383091,841.647339,-297.35434,1142.33411
1618926110.417997,841.648,-297.35434,1142.33411
1618926110.454899,841.648926,-297.35434,1142.33411
1618926110.492499,841.64978,-297.35434,1142.33411
1618926110.537384,841.65094,-297.35434,1142.33423
1618926110.583258,841.652283,-297.35434,1142.33423
1618926110.621155,841.653381,-297.35437,1142.33423
1618926110.656062,841.65448,-297.35437,1142.33423
1618926110.692963,841.655701,-297.35437,1142.33423
1618926110.728873,841.657,-297.35437,1142.33423
1618926110.76477,841.658264,-297.35437,1142.33423
1618926110.809652,841.66,-297.354401,1142.33423
1618926110.850542,841.661621,-297.354401,1142.33423
1618926110.889438,841.663269,-297.354401,1142.33423
1618926110.92634,841.664856,-297.354401,1142.33423
1618926110.962244,841.666504,-297.354401,1142.33435
1618926111.000141,841.668457,-297.354431,1142.33435
1618926111.040035,841.67041,-297.354431,1142.33435
1618926111.095894,841.673279,-297.354431,1142.33435
1618926111.141764,841.675659,-297.354462,1142.33435
1618926111.186644,841.678345,-297.354462,1142.33435
1618926111.228532,841.680664,-297.354462,1142.33435
1618926111.267427,841.683044,-297.354492,1142.33447
1618926111.306323,841.685303,-297.354492,1142.33447
1618926111.364167,841.689087,-297.354523,1142.33447
1618926111.405059,841.691772,-297.354523,1142.33447
1618926111.440963,841.694214,-297.354523,1142.33447
1618926111.477876,841.696716,-297.354553,1142.33459
1618926111.513767,841.69928,-297.354553,1142.33459
1618926111.552673,841.702209,-297.354584,1142.33459
1618926111.599539,841.705811,-297.354584,1142.33459
1618926111.637438,841.708557,-297.354584,1142.33459
1618926111.678328,841.711731,-297.354614,1142.33459
1618926111.718275,841.714905,-297.354614,1142.33472
1618926111.754181,841.717896,-297.354645,1142.33472
1618926111.792076,841.721252,-297.354645,1142.33472
1618926111.848442,841.726074,-297.354675,1142.33472
1618926111.890328,841.729614,-297.354675,1142.33484
1618926111.931453,841.733582,-297.354706,1142.33484
1618926111.967361,841.736938,-297.354706,1142.33484
1618926112.008249,841.740662,-297.354736,1142.33484
1618926112.044243,841.744141,-297.354736,1142.33496
1618926112.089123,841.748413,-297.354767,1142.33496
1618926112.13101,841.752441,-297.354797,1142.33496
1618926112.170905,841.756897,-297.354797,1142.33496
1618926112.205809,841.760193,-297.354828,1142.33508
1618926112.243495,841.764404,-297.354828,1142.33508
1618926112.28139,841.768188,-297.354858,1142.33508
1618926112.323278,841.773,-297.354889,1142.33508
1618926112.372146,841.77832,-297.354889,1142.33521
1618926112.405059,841.781921,-297.354919,1142.33521
1618926112.438968,841.785522,-297.354919,1142.33521
1618926112.471882,841.789734,-297.35495,1142.33521
1618926112.506788,841.793945,-297.35495,1142.33533
1618926112.543431,841.798218,-297.35498,1142.33533
1618926112.591303,841.804,-297.355,1142.33533
1618926112.626211,841.807922,-297.355,1142.33545
1618926112.662113,841.812378,-297.355042,1142.33545
1618926112.698019,841.816895,-297.355072,1142.33545
1618926112.73311,841.821533,-297.355072,1142.33545
1618926112.772005,841.82666,-297.355103,1142.33557
1618926112.806911,841.831421,-297.355133,1142.33557
1618926112.856304,841.837769,-297.355133,1142.33557
1618926112.891212,841.842651,-297.355164,1142.33569
1618926112.927285,841.847534,-297.355194,1142.33569
1618926112.962193,841.852,-297.355194,1142.33569
1618926112.997098,841.857,-297.355225,1142.33582
1618926113.032523,841.862061,-297.355255,1142.33582
1618926113.081391,841.868958,-297.355286,1142.33582
1618926113.127269,841.876,-297.355316,1142.33594
1618926113.165167,841.881226,-297.355316,1142.33594
1618926113.200074,841.886597,-297.355347,1142.33594
1618926113.236974,841.892,-297.355377,1142.33606
1618926113.273876,841.897522,-297.355408,1142.33606
1618926113.312788,841.903687,-297.355438,1142.33618
1618926113.361655,841.911194,-297.355438,1142.33618
1618926113.395565,841.91687,-297.355469,1142.33618
1618926113.429478,841.922,-297.355499,1142.3363
1618926113.464381,841.927795,-297.35553,1142.3363
1618926113.49829,841.933044,-297.35553,1142.3363
1618926113.535193,841.939575,-297.35556,1142.33643
1618926113.588052,841.948242,-297.355591,1142.33643
1618926113.62196,841.953674,-297.355621,1142.33643
