count,loop start,loop end,loop end -loop start,next start-curr start,next end -curr end,,,,Average,,
113,1618926111,1618926111,0,0.027930021,0.027930021,,,,,,
114,1618926111,1618926111,0,0.012959957,0.012959957,,,,,,
115,1618926111,1618926111,0,0.011970043,0.011970043,,,,,,
116,1618926111,1618926111,0,0.013969898,0.013969898,,,,,,
117,1618926111,1618926111,0,0.01196003,0.01196003,,,,,,
118,1618926111,1618926111,0,0.011970043,0.011970043,,,,,,
119,1618926111,1618926111,0,0.012959957,0.012959957,,,,,,
120,1618926111,1618926111,0,0.012979984,0.012979984,,,,,,
121,1618926111,1618926111,0,0.010960102,0.010960102,,,,,,
122,1618926111,1618926111,0,0.012959957,0.012959957,,,,,,
123,1618926111,1618926111,0,0.011970043,0.011970043,,,,,,
124,1618926111,1618926111,0,0.013969898,0.013969898,,,,,,
125,1618926111,1618926111,0,0.010960102,0.010960102,,,,,,
126,1618926111,1618926111,0,0.011969805,0.012969971,,,,,,
127,1618926111,1618926111,0.001000166,0.012969971,0.011969805,,,,,,
128,1618926111,1618926111,0,0.038900137,0.038900137,,,,,,
129,1618926111,1618926111,0,0.019939899,0.019939899,,,,,,
130,1618926111,1618926111,0,0.02594018,0.02594018,,,,,,
131,1618926111,1618926111,0,0.026919842,0.026919842,,,,,,
132,1618926111,1618926111,0,0.027930021,0.027930021,,,,,,
133,1618926111,1618926111,0,0.015949965,0.015949965,,,,,,
134,1618926111,1618926111,0,0.023940086,0.023940086,,,,,,
135,1618926111,1618926111,0,0.013959885,0.013959885,,,,,,
136,1618926111,1618926111,0,0.011970043,0.011970043,,,,,,
137,1618926111,1618926111,0,0.013960123,0.013960123,,,,,,
138,1618926111,1618926111,0,0.011970043,0.011970043,,,,,,
139,1618926111,1618926111,0,0.010969877,0.010969877,,,,,,
140,1618926111,1618926111,0,0.012959957,0.012959957,,,,,,
141,1618926111,1618926111,0,0.012969971,0.012969971,,,,,,
142,1618926111,1618926111,0,0.012969971,0.012969971,,,,,,
143,1618926111,1618926111,0,0.01196003,0.01196003,,,,,,
144,1618926111,1618926111,0,0.024940014,0.024940014,,,,,,
145,1618926111,1618926111,0,0.021939993,0.021939993,,,,,,
146,1618926111,1618926111,0,0.018949986,0.018949986,,,,,,
147,1618926111,1618926111,0,0.010970116,0.010970116,,,,,,
148,1618926111,1618926111,0,0.012959957,0.012959957,,,,,,
149,1618926111,1618926111,0,0.009979963,0.009979963,,,,,,
150,1618926111,1618926111,0,0.011970043,0.011970043,,,,,,
151,1618926111,1618926111,0,0.01196003,0.01196003,,,,,,
152,1618926111,1618926111,0,0.010969877,0.010969877,,,,,,
153,1618926111,1618926111,0,0.011970043,0.012970209,,,,,,
154,1618926111,1618926111,0.001000166,0.011970043,0.010969877,,,,,,
155,1618926111,1618926111,0,0.012969971,0.012969971,,,,,,
156,1618926111,1618926111,0,0.01196003,0.012959957,,,,,,
157,1618926111,1618926111,0.000999928,0.012969971,0.011970043,,,,,,
158,1618926111,1618926111,0,0.011970043,0.011970043,,,,,,
159,1618926112,1618926112,0,0.012959957,0.012959957,,,,,,
160,1618926112,1618926112,0,0.010970116,0.010970116,,,,,,
161,1618926112,1618926112,0,0.012969971,0.012969971,,,,,,
162,1618926112,1618926112,0,0.015959978,0.016959906,,,,,,
163,1618926112,1618926112,0.000999928,0.028919935,0.028919935,,,,,,
164,1618926112,1618926112,0.000999928,0.014960051,0.013960123,,,,,,
165,1618926112,1618926112,0,0.011970043,0.011970043,,,,,,
166,1618926112,1618926112,0,0.01196003,0.01196003,,,,,,
167,1618926112,1618926112,0,0.012969971,0.012969971,,,,,,
168,1618926112,1618926112,0,0.010979891,0.011980057,,,,,,
169,1618926112,1618926112,0.001000166,0.009960175,0.008960009,,,,,,
170,1618926112,1618926112,0,0.011969805,0.011969805,,,,,,
171,1618926112,1618926112,0,0.013020039,0.013020039,,,,,,
172,1618926112,1618926112,0,0.011970043,0.011970043,,,,,,
173,1618926112,1618926112,0,0.012959957,0.012959957,,,,,,
174,1618926112,1618926112,0,0.011970043,0.011970043,,,,,,
175,1618926112,1618926112,0,0.012969971,0.012969971,,,,,,
176,1618926112,1618926112,0,0.00996995,0.00996995,,,,,,
177,1618926112,1618926112,0,0.011970043,0.012969971,,,,,,
178,1618926112,1618926112,0.000999928,0.012969971,0.011970043,,,,,,
179,1618926112,1618926112,0,0.014960051,0.014960051,,,,,,
180,1618926112,1618926112,0,0.010960102,0.010960102,,,,,,
181,1618926112,1618926112,0,0.023459911,0.023459911,,,,,,
182,1618926112,1618926112,0,0.023930073,0.023930073,,,,,,
183,1618926112,1618926112,0,0.02293992,0.023939848,,,,,,
184,1618926112,1618926112,0.000999928,0.011970043,0.010970116,,,,,,
185,1618926112,1618926112,0,0.011970043,0.011970043,,,,,,
186,1618926112,1618926112,0,0.012959957,0.012959957,,,,,,
187,1618926112,1618926112,0,0.008980036,0.008980036,,,,,,
188,1618926112,1618926112,0,0.011199951,0.011199951,,,,,,
189,1618926112,1618926112,0,0.011970043,0.011970043,,,,,,
190,1618926112,1618926112,0,0.011970043,0.011970043,,,,,,
191,1618926112,1618926112,0,0.011969805,0.011969805,,,,,,
192,1618926112,1618926112,0,0.012960196,0.012960196,,,,,,
193,1618926112,1618926112,0,0.012969971,0.012969971,,,,,,
194,1618926112,1618926112,0,0.010969877,0.010969877,,,,,,
195,1618926112,1618926112,0,0.015959978,0.015959978,,,,,,
196,1618926112,1618926112,0,0.012050152,0.012050152,,,,,,
197,1618926112,1618926112,0,0.011969805,0.011969805,,,,,,
198,1618926112,1618926112,0,0.010970116,0.010970116,,,,,,
199,1618926112,1618926112,0,0.021939993,0.021939993,,,,,,
200,1618926112,1618926112,0,0.02293992,0.02293992,,,,,,
201,1618926112,1618926112,0,0.014960051,0.014960051,,,,,,
202,1618926112,1618926112,0,0.014960051,0.014960051,,,,,,
203,1618926112,1618926112,0,0.011970043,0.011970043,,,,,,
204,1618926112,1618926112,0,0.010969877,0.010969877,,,,,,
205,1618926112,1618926112,0,0.012969971,0.012969971,,,,,,
206,1618926112,1618926112,0,0.01196003,0.01196003,,,,,,
207,1618926112,1618926112,0,0.010980129,0.010980129,,,,,,
208,1618926112,1618926112,0,0.011969805,0.011969805,,,,,,
209,1618926112,1618926112,0,0.012960196,0.012960196,,,,,,
210,1618926112,1618926112,0,0.011749983,0.011749983,,,,,,
211,1618926112,1618926112,0,0.010969877,0.010969877,,,,,,
212,1618926112,1618926112,0,0.00996995,0.00996995,,,,,,
213,1618926112,1618926112,0,0.009980202,0.009980202,,,,,,
214,1618926112,1618926112,0,0.01196003,0.01196003,,,,,,
215,1618926112,1618926112,0,0.012969971,0.012969971,,,,,,
216,1618926112,1618926112,0,0.009979963,0.009979963,,,,,,
217,1618926112,1618926112,0,0.01196003,0.01196003,,,,,,
218,1618926112,1618926112,0,0.016959906,0.016959906,,,,,,
219,1618926112,1618926112,0,0.022929907,0.022929907,,,,,,
220,1618926112,1618926112,0,0.019950151,0.019950151,,,,,,
221,1618926112,1618926112,0,0.016959906,0.016959906,,,,,,
222,1618926112,1618926112,0,0.012959957,0.012959957,,,,,,
223,1618926112,1618926112,0,0.007980108,0.007980108,,,,,,
224,1618926112,1618926112,0,0.013959885,0.013959885,,,,,,
225,1618926112,1618926112,0,0.011970043,0.011970043,,,,,,
226,1618926112,1618926112,0,0.00996995,0.00996995,,,,,,
227,1618926112,1618926112,0,0.011970043,0.011970043,,,,,,
228,1618926112,1618926112,0,0.011970043,0.011970043,,,,,,
229,1618926112,1618926112,0,0.008980036,0.008980036,,,,,,
230,1618926112,1618926112,0,0.012959957,0.012959957,,,,,,
231,1618926112,1618926112,0,0.011970043,0.011970043,,,,,,
232,1618926112,1618926112,0,0.00996995,0.00996995,,,,,,
233,1618926112,1618926112,0,0.012969971,0.012969971,,,,,,
234,1618926113,1618926113,0,0.011710167,0.011710167,,,,,,
235,1618926113,1618926113,0,0.010969877,0.010969877,,,,,,
236,1618926113,1618926113,0,0.013970137,0.013970137,,,,,,
237,1618926113,1618926113,0,0.015949965,0.015949965,,,,,,
238,1618926113,1618926113,0,0.021939993,0.02293992,,,,,,
239,1618926113,1618926113,0.000999928,0.010969877,0.00996995,,,,,,
240,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
241,1618926113,1618926113,0,0.010979891,0.010979891,,,,,,
242,1618926113,1618926113,0,0.010960102,0.010960102,,,,,,
243,1618926113,1618926113,0,0.012969971,0.012969971,,,,,,
244,1618926113,1618926113,0,0.010970116,0.010970116,,,,,,
245,1618926113,1618926113,0,0.010969877,0.010969877,,,,,,
246,1618926113,1618926113,0,0.012959957,0.012959957,,,,,,
247,1618926113,1618926113,0,0.010970116,0.010970116,,,,,,
248,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
249,1618926113,1618926113,0,0.010969877,0.010969877,,,,,,
250,1618926113,1618926113,0,0.011160135,0.011160135,,,,,,
251,1618926113,1618926113,0,0.011969805,0.011969805,,,,,,
252,1618926113,1618926113,0,0.007970095,0.007970095,,,,,,
253,1618926113,1618926113,0,0.010970116,0.011970043,,,,,,
254,1618926113,1618926113,0.000999928,0.009979963,0.008980036,,,,,,
255,1618926113,1618926113,0,0.010969877,0.010969877,,,,,,
256,1618926113,1618926113,0,0.014960051,0.014960051,,,,,,
257,1618926113,1618926113,0,0.00996995,0.00996995,,,,,,
258,1618926113,1618926113,0,0.01695013,0.01695013,,,,,,
259,1618926113,1618926113,0,0.025460005,0.025460005,,,,,,
260,1618926113,1618926113,0,0.015959978,0.015959978,,,,,,
261,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
262,1618926113,1618926113,0,0.00996995,0.00996995,,,,,,
263,1618926113,1618926113,0,0.012969971,0.012969971,,,,,,
264,1618926113,1618926113,0,0.01196003,0.01196003,,,,,,
265,1618926113,1618926113,0,0.012969971,0.012969971,,,,,,
266,1618926113,1618926113,0,0.012140036,0.013139963,,,,,,
267,1618926113,1618926113,0.000999928,0.011980057,0.011970043,,,,,,
268,1618926113,1618926113,0.000989914,0.011949778,0.010959864,,,,,,
269,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
270,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
271,1618926113,1618926113,0,0.010970116,0.010970116,,,,,,
272,1618926113,1618926113,0,0.011969805,0.011969805,,,,,,
273,1618926113,1618926113,0,0.010970116,0.010970116,,,,,,
274,1618926113,1618926113,0,0.010489941,0.010489941,,,,,,
275,1618926113,1618926113,0,0.012959957,0.013960123,,,,,,
276,1618926113,1618926113,0.001000166,0.016960144,0.015959978,,,,,,
277,1618926113,1618926113,0,0.021939993,0.021939993,,,,,,
278,1618926113,1618926113,0,0.03290987,0.03290987,,,,,,
279,1618926113,1618926113,0,0.020950079,0.021939993,,,,,,
280,1618926113,1618926113,0.000989914,0.016949892,0.015959978,,,,,,
281,1618926113,1618926113,0,0.012970209,0.012970209,,,,,,
282,1618926113,1618926113,0,0.010969877,0.010969877,,,,,,
283,1618926113,1618926113,0,0.01196003,0.01196003,,,,,,
284,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
285,1618926113,1618926113,0,0.010969877,0.010969877,,,,,,
286,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
287,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
288,1618926113,1618926113,0,0.011970043,0.012969971,,,,,,
289,1618926113,1618926113,0.000999928,0.013959885,0.012959957,,,,,,
290,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
291,1618926113,1618926113,0,0.01196003,0.01196003,,,,,,
292,1618926113,1618926113,0,0.013979912,0.013979912,,,,,,
293,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
294,1618926113,1618926113,0,0.02493,0.02493,,,,,,
295,1618926113,1618926113,0,0.012969971,0.012969971,,,,,,
296,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
297,1618926113,1618926113,0,0.00996995,0.010970116,,,,,,
298,1618926113,1618926113,0.001000166,0.012969971,0.011969805,,,,,,
299,1618926113,1618926113,0,0.01196003,0.01196003,,,,,,
300,1618926113,1618926113,0,0.009979963,0.009979963,,,,,,
301,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
302,1618926113,1618926113,0,0.01196003,0.01196003,,,,,,
303,1618926113,1618926113,0,0.008980036,0.008980036,,,,,,
304,1618926113,1618926113,0,0.012959957,0.012959957,,,,,,
305,1618926113,1618926113,0,0.012969971,0.012969971,,,,,,
306,1618926113,1618926113,0,0.010970116,0.010970116,,,,,,
307,1618926113,1618926113,0,0.011970043,0.011970043,,,,,,
308,1618926113,1618926113,0,0.010969877,0.011969805,,,,,,
309,1618926113,1618926113,0.000999928,0.010990143,0.009990215,,,,,,
310,1618926114,1618926114,0,0.01094985,0.011949778,,,,,,
311,1618926114,1618926114,0.000999928,0.011970043,0.010970116,,,,,,
312,1618926114,1618926114,0,0.00996995,0.00996995,,,,,,
313,1618926114,1618926114,0,0.008980036,0.008980036,,,,,,
314,1618926114,1618926114,0,0.012959957,0.013960123,,,,,,
315,1618926114,1618926114,0.001000166,0.026940107,0.025939941,,,,,,
316,1618926114,1618926114,0,0.016949892,0.016949892,,,,,,
317,1618926114,1618926114,0,0.010970116,0.010970116,,,,,,
318,1618926114,1618926114,0,0.010969877,0.010969877,,,,,,
319,1618926114,1618926114,0,0.011970043,0.011970043,,,,,,
320,1618926114,1618926114,0,0.010970116,0.010970116,,,,,,
321,1618926114,1618926114,0,0.010969877,0.010969877,,,,,,
322,1618926114,1618926114,0,0.007980108,0.007980108,,,,,,
323,1618926114,1618926114,0,0.00996995,0.00996995,,,,,,
324,1618926114,1618926114,0,0.011970043,0.012969971,,,,,,
325,1618926114,1618926114,0.000999928,0.010969877,0.00996995,,,,,,
326,1618926114,1618926114,0,0.010970116,0.010970116,,,,,,
327,1618926114,1618926114,0,0.012959957,0.012959957,,,,,,
328,1618926114,1618926114,0,0.010969877,0.010969877,,,,,,
329,1618926114,1618926114,0,0.010970116,0.010970116,,,,,,
330,1618926114,1618926114,0,0.011970043,0.012969971,,,,,,
331,1618926114,1618926114,0.000999928,0.013969898,0.012969971,,,,,,
332,1618926114,1618926114,0,0.008970022,0.008970022,,,,,,
333,1618926114,1618926114,0,0.014960051,0.014960051,,,,,,
334,1618926114,1618926114,0,0.011970043,0.011970043,,,,,,
335,1618926114,1618926114,0,0.020939827,0.020939827,,,,,,
336,1618926114,1618926114,0,0.022940159,0.022940159,,,,,,
337,1618926114,1618926114,0,0.023939848,0.024940014,,,,,,
338,1618926114,1618926114,0.001000166,0.013960123,0.012959957,,,,,,
339,1618926114,1618926114,0,0.009979963,0.009979963,,,,,,
340,1618926114,1618926114,0,0.01196003,0.01196003,,,,,,
341,1618926114,1618926114,0,0.00797987,0.00797987,,,,,,
342,1618926114,1618926114,0,0.01038003,0.01038003,,,,,,
343,1618926114,1618926114,0,0.01196003,0.01196003,,,,,,
344,1618926114,1618926114,0,0.00996995,0.00996995,,,,,,
345,1618926114,1618926114,0,0.012960196,0.012960196,,,,,,
346,1618926114,1618926114,0,0.011969805,0.011969805,,,,,,
347,1618926114,1618926114,0,0.011970043,0.011970043,,,,,,
348,1618926114,1618926114,0,0.011970043,0.011970043,,,,,,
349,1618926114,1618926114,0,0.012959957,0.012959957,,,,,,
350,1618926114,1618926114,0,0.010970116,0.010970116,,,,,,
351,1618926114,1618926114,0,0.011970043,0.011970043,,,,,,
352,1618926114,1618926114,0,0.010969877,0.010969877,,,,,,
353,1618926114,1618926114,0,0.009979963,0.009979963,,,,,,
354,1618926114,1618926114,0,0.020940065,0.020940065,,,,,,
355,1618926114,1618926114,0,0.013959885,0.013959885,,,,,,
356,1618926114,1618926114,0,0.011980057,0.011980057,,,,,,
357,1618926114,1618926114,0,0.010960102,0.010960102,,,,,,
358,1618926114,1618926114,0,0.012969971,0.012969971,,,,,,
359,1618926114,1618926114,0,0.01157999,0.01157999,,,,,,
360,1618926114,1618926114,0,0.010969877,0.010969877,,,,,,
361,1618926114,1618926114,0,0.008980036,0.008980036,,,,,,
362,1618926114,1618926114,0,0.010970116,0.010970116,,,,,,
363,1618926114,1618926114,0,0.010969877,0.010969877,,,,,,
364,1618926114,1618926114,0,0.010970116,0.01196003,,,,,,
365,1618926114,1618926114,0.000989914,0.011970043,0.011970043,,,,,,
366,1618926114,1618926114,0.000989914,0.010969877,0.009979963,,,,,,
367,1618926114,1618926114,0,0.00996995,0.00996995,,,,,,
368,1618926114,1618926114,0,0.010970116,0.010970116,,,,,,
369,1618926114,1618926114,0,0.010969877,0.010969877,,,,,,
370,1618926114,1618926114,0,0.009970188,0.009970188,,,,,,
371,1618926114,1618926114,0,0.00797987,0.00797987,,,,,,
372,1618926114,1618926114,0,0.010970116,0.010970116,,,,,,
373,1618926114,1618926114,0,0.011970043,0.011970043,,,,,,
374,1618926114,1618926114,0,0.010969877,0.010969877,,,,,,
375,1618926114,1618926114,0,0.009979963,0.009979963,,,,,,
376,1618926114,1618926114,0,0.023930073,0.023930073,,,,,,
377,1618926114,1618926114,0,0.021950006,0.021950006,,,,,,
378,1618926114,1618926114,0,0.02692008,0.02692008,,,,,,
379,1618926114,1618926114,0,0.015959978,0.015959978,,,,,,
380,1618926114,1618926114,0,0.010969877,0.010969877,,,,,,
381,1618926114,1618926114,0,0.013960123,0.013960123,,,,,,
382,1618926114,1618926114,0,0.007889986,0.007889986,,,,,,
383,1618926114,1618926114,0,0.009939909,0.010929823,,,,,,
384,1618926114,1618926114,0.000989914,0.013960123,0.012970209,,,,,,
385,1618926114,1618926114,0,0.008979797,0.008979797,,,,,,
386,1618926114,1618926114,0,0.010970116,0.010970116,,,,,,
387,1618926114,1618926114,0,0.008009911,0.008009911,,,,,,
388,1618926114,1618926114,0,0.013930082,0.013930082,,,,,,
389,1618926114,1618926114,0,0.012969971,0.012969971,,,,,,
390,1618926115,1618926115,0,0.010970116,0.010970116,,,,,,
391,1618926115,1618926115,0,0.011429787,0.011429787,,,,,,
392,1618926115,1618926115,0,0.012970209,0.012970209,,,,,,
393,1618926115,1618926115,0,0.011009932,0.011009932,,,,,,
394,1618926115,1618926115,0,0.022899866,0.022899866,,,,,,
395,1618926115,1618926115,0,0.020940065,0.020940065,,,,,,
396,1618926115,1618926115,0,0.011970043,0.011970043,,,,,,
397,1618926115,1618926115,0,0.010969877,0.010969877,,,,,,
398,1618926115,1618926115,0,0.010970116,0.010970116,,,,,,
399,1618926115,1618926115,0,0.011970043,0.011970043,,,,,,
400,1618926115,1618926115,0,0.010969877,0.010969877,,,,,,
401,1618926115,1618926115,0,0.010970116,0.010970116,,,,,,
402,1618926115,1618926115,0,0.011970043,0.011970043,,,,,,
403,1618926115,1618926115,0,0.00996995,0.00996995,,,,,,
404,1618926115,1618926115,0,0.00797987,0.00797987,,,,,,
405,1618926115,1618926115,0,0.010970116,0.010970116,,,,,,
406,1618926115,1618926115,0,0.010969877,0.010969877,,,,,,
407,1618926115,1618926115,0,0.010970116,0.010970116,,,,,,
408,1618926115,1618926115,0,0.010979891,0.010979891,,,,,,
409,1618926115,1618926115,0,0.010960102,0.010960102,,,,,,
410,1618926115,1618926115,0,0.010970116,0.010970116,,,,,,
411,1618926115,1618926115,0,0.009979963,0.010979891,,,,,,
412,1618926115,1618926115,0.000999928,0.008970022,0.007970095,,,,,,
413,1618926115,1618926115,0,0.009979963,0.009979963,,,,,,
414,1618926115,1618926115,0,0.012959957,0.012959957,,,,,,
415,1618926115,1618926115,0,0.021939993,0.021939993,,,,,,
416,1618926115,1618926115,0,0.018949986,0.019949913,,,,,,
417,1618926115,1618926115,0.000999928,0.019949913,0.018949986,,,,,,
418,1618926115,1618926115,0,0.01695013,0.01695013,,,,,,
419,1618926115,1618926115,0,0.011970043,0.011970043,,,,,,
420,1618926115,1618926115,0,0.011969805,0.011969805,,,,,,
421,1618926115,1618926115,0,0.012960196,0.012960196,,,,,,
422,1618926115,1618926115,0,0.010979891,0.010979891,,,,,,
423,1618926115,1618926115,0,0.010970116,0.010970116,,,,,,
424,1618926115,1618926115,0,0.010969877,0.010969877,,,,,,
425,1618926115,1618926115,0,0.005980015,0.006979942,,,,,,
426,1618926115,1618926115,0.000999928,0.012969971,0.011970043,,,,,,
427,1618926115,1618926115,0,0.00996995,0.00996995,,,,,,
428,1618926115,1618926115,0,0.010970116,0.010970116,,,,,,
